cluster	gene	avg_logFC	pct.1	pct.2	p_val	p_val_adj	description
10	CRYAB	2.10213771971313	0.984	0.54	0	0	crystallin alpha B [Source:HGNC Symbol;Acc:HGNC:2389]
10	S100A11	0.43680886526315	1	0.997	2.88892169051684e-154	6.82103300347931e-150	S100 calcium binding protein A11 [Source:HGNC Symbol;Acc:HGNC:10488]
10	MALAT1	-0.767659809082143	1	1	1.66764599871788e-116	3.93747896757278e-112	metastasis associated lung adenocarcinoma transcript 1 [Source:HGNC Symbol;Acc:HGNC:29665]
10	LGALS3	0.422917650769179	0.979	0.923	6.28638027303706e-102	1.48427724626678e-97	galectin 3 [Source:HGNC Symbol;Acc:HGNC:6563]
10	LGALS1	0.419936383546524	0.989	0.95	9.56948453608342e-100	2.25945099381466e-95	galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561]
10	FHL2	0.527189936646064	0.816	0.563	1.70094545062068e-91	4.01610230346048e-87	four and a half LIM domains 2 [Source:HGNC Symbol;Acc:HGNC:3703]
10	KRT7	0.445786564620507	0.999	0.989	4.91857249336966e-85	1.16132415140951e-80	keratin 7 [Source:HGNC Symbol;Acc:HGNC:6445]
10	NEAT1	-0.449114036956738	0.997	0.999	2.71189851586076e-69	6.40306358579884e-65	nuclear paraspeckle assembly transcript 1 [Source:HGNC Symbol;Acc:HGNC:30815]
10	PPP1R14A	0.409251316319699	0.803	0.622	3.40912384685849e-58	8.04928231481757e-54	protein phosphatase 1 regulatory inhibitor subunit 14A [Source:HGNC Symbol;Acc:HGNC:14871]
10	SNHG7	-0.593543961296709	0.983	0.979	8.07113835306813e-52	1.90567647654292e-47	small nucleolar RNA host gene 7 [Source:HGNC Symbol;Acc:HGNC:28254]
10	SNHG9	-0.431124786728699	0.964	0.956	1.37551951506174e-37	3.24773912701228e-33	small nucleolar RNA host gene 9 [Source:HGNC Symbol;Acc:HGNC:33102]
10	SNHG12	-0.428409902801657	0.454	0.63	3.48788652171199e-33	8.23524886641417e-29	small nucleolar RNA host gene 12 [Source:HGNC Symbol;Acc:HGNC:30062]
10	IER3	-0.472107984013352	0.721	0.767	1.59761419885871e-22	3.7721268849253e-18	immediate early response 3 [Source:HGNC Symbol;Acc:HGNC:5392]
10	HIST1H4C	-0.420460267351374	0.846	0.843	9.44861821299648e-16	2.2309132462706e-11	histone cluster 1 H4 family member c [Source:HGNC Symbol;Acc:HGNC:4787]
10	PLCG2	-0.901560186773269	0.408	0.532	7.78407011461409e-15	1.83789679476153e-10	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]
