cluster	gene	avg_logFC	pct.1	pct.2	p_val	p_val_adj	description
13	MALAT1	1.46807654208893	1	1	0	0	metastasis associated lung adenocarcinoma transcript 1 [Source:HGNC Symbol;Acc:HGNC:29665]
13	NEAT1	1.29046844044253	1	0.999	0	0	nuclear paraspeckle assembly transcript 1 [Source:HGNC Symbol;Acc:HGNC:30815]
13	MT-CO3	1.03286909859976	1	0.999	0	0	mitochondrially encoded cytochrome c oxidase III [Source:HGNC Symbol;Acc:HGNC:7422]
13	MT-ATP6	1.02681414357413	1	0.999	0	0	mitochondrially encoded ATP synthase membrane subunit 6 [Source:HGNC Symbol;Acc:HGNC:7414]
13	MT-CO2	1.01076807403599	1	1	0	0	mitochondrially encoded cytochrome c oxidase II [Source:HGNC Symbol;Acc:HGNC:7421]
13	MT-CO1	0.998915230129179	1	0.999	0	0	mitochondrially encoded cytochrome c oxidase I [Source:HGNC Symbol;Acc:HGNC:7419]
13	MT-ND4	0.990356263694848	1	0.999	0	0	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4 [Source:HGNC Symbol;Acc:HGNC:7459]
13	MT-CYB	0.958785344091929	1	0.999	0	0	mitochondrially encoded cytochrome b [Source:HGNC Symbol;Acc:HGNC:7427]
13	MT-ND1	0.948063349644199	1	0.998	0	0	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1 [Source:HGNC Symbol;Acc:HGNC:7455]
13	MT-ND3	0.919972817345485	1	0.999	0	0	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3 [Source:HGNC Symbol;Acc:HGNC:7458]
13	MT-ND6	0.877082305508018	0.993	0.818	0	0	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6 [Source:HGNC Symbol;Acc:HGNC:7462]
13	MT-ND2	0.858604923315692	1	0.997	0	0	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2 [Source:HGNC Symbol;Acc:HGNC:7456]
13	MT-ND5	0.789406559677218	0.999	0.958	0	0	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5 [Source:HGNC Symbol;Acc:HGNC:7461]
13	RPL27	-0.42615814143922	1	1	0	0	ribosomal protein L27 [Source:HGNC Symbol;Acc:HGNC:10328]
13	RPS25	-0.440404749029619	1	1	0	0	ribosomal protein S25 [Source:HGNC Symbol;Acc:HGNC:10413]
13	RPS21	-0.442558938651465	1	1	0	0	ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:10409]
13	RPL22	-0.444008160872094	1	1	0	0	ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:10315]
13	RPS7	-0.446055415608752	1	1	0	0	ribosomal protein S7 [Source:HGNC Symbol;Acc:HGNC:10440]
13	RPL18	-0.446799887228917	1	1	0	0	ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:10310]
13	RPS24	-0.462281892637791	1	1	0	0	ribosomal protein S24 [Source:HGNC Symbol;Acc:HGNC:10411]
13	RPL9	-0.464955904845462	1	1	0	0	ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:10369]
13	RPL18A	-0.47311270909608	1	1	0	0	ribosomal protein L18a [Source:HGNC Symbol;Acc:HGNC:10311]
13	RPL17	-0.475855334228164	1	1	0	0	ribosomal protein L17 [Source:HGNC Symbol;Acc:HGNC:10307]
13	RPL36AL	-0.479179903234715	1	1	0	0	ribosomal protein L36a like [Source:HGNC Symbol;Acc:HGNC:10346]
13	RPL15	-0.486998084593881	1	1	0	0	ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:10306]
13	RPL36A	-0.496612947476565	1	1	0	0	ribosomal protein L36a [Source:HGNC Symbol;Acc:HGNC:10359]
13	RPL39	-0.496911633447633	1	1	0	0	ribosomal protein L39 [Source:HGNC Symbol;Acc:HGNC:10350]
13	ATP5MD	-0.5003643458933	1	1	0	0	ATP synthase membrane subunit DAPIT [Source:HGNC Symbol;Acc:HGNC:30889]
13	RPL35	-0.501290204883377	1	1	0	0	ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:10344]
13	RPS19	-0.506877607440434	1	1	0	0	ribosomal protein S19 [Source:HGNC Symbol;Acc:HGNC:10402]
13	RPS27A	-0.507383034865931	1	1	0	0	ribosomal protein S27a [Source:HGNC Symbol;Acc:HGNC:10417]
13	RPL6	-0.514682004936551	1	1	0	0	ribosomal protein L6 [Source:HGNC Symbol;Acc:HGNC:10362]
13	RPS5	-0.517681776225955	1	1	0	0	ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:10426]
13	RPL29	-0.518431212973734	1	1	0	0	ribosomal protein L29 [Source:HGNC Symbol;Acc:HGNC:10331]
13	RPS8	-0.522611453986741	1	1	0	0	ribosomal protein S8 [Source:HGNC Symbol;Acc:HGNC:10441]
13	FAU	-0.5311444732255	1	1	0	0	FAU ubiquitin like and ribosomal protein S30 fusion [Source:HGNC Symbol;Acc:HGNC:3597]
13	GAPDH	-0.531225571150931	1	1	0	0	glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4141]
13	BTF3	-0.53254960581239	1	1	0	0	basic transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:1125]
13	RPS23	-0.546270983991992	1	1	0	0	ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:10410]
13	MIF	-0.546672289515052	1	1	0	0	macrophage migration inhibitory factor [Source:HGNC Symbol;Acc:HGNC:7097]
13	RPL19	-0.551855441161016	1	1	0	0	ribosomal protein L19 [Source:HGNC Symbol;Acc:HGNC:10312]
13	RPL41	-0.554116550804021	1	1	0	0	ribosomal protein L41 [Source:HGNC Symbol;Acc:HGNC:10354]
13	RPL11	-0.55470387391488	1	1	0	0	ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:10301]
13	RPS9	-0.566117008051275	1	1	0	0	ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:10442]
13	RPL26	-0.579013207363236	1	1	0	0	ribosomal protein L26 [Source:HGNC Symbol;Acc:HGNC:10327]
13	RPS12	-0.585798396778397	1	1	0	0	ribosomal protein S12 [Source:HGNC Symbol;Acc:HGNC:10385]
13	RPS16	-0.590715760663995	1	1	0	0	ribosomal protein S16 [Source:HGNC Symbol;Acc:HGNC:10396]
13	RPL32	-0.62108029560064	1	1	0	0	ribosomal protein L32 [Source:HGNC Symbol;Acc:HGNC:10336]
