cluster	gene	avg_logFC	pct.1	pct.2	p_val	p_val_adj	description
19	UBE2C	1.42978759048483	0.99	0.869	5.38418820457215e-286	1.27126067698153e-281	ubiquitin conjugating enzyme E2 C [Source:HGNC Symbol;Acc:HGNC:15937]
19	PLK1	1.09474929225293	0.828	0.32	1.17654024703223e-285	2.77792917726779e-281	polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]
19	KPNA2	1.34382689553496	0.993	0.926	1.66350136638696e-284	3.92769307617626e-280	karyopherin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6395]
19	CDK1	1.29610770575088	0.969	0.702	1.39744660867757e-270	3.29951118774861e-266	cyclin dependent kinase 1 [Source:HGNC Symbol;Acc:HGNC:1722]
19	FAM83D	1.22928635503385	0.803	0.309	1.45557293965813e-270	3.43675326782681e-266	family with sequence similarity 83 member D [Source:HGNC Symbol;Acc:HGNC:16122]
19	PTTG1	1.13390618241631	1	0.965	5.74402681859734e-267	1.35622217213902e-262	PTTG1 regulator of sister chromatid separation, securin [Source:HGNC Symbol;Acc:HGNC:9690]
19	CCNB1	1.14920413918811	0.972	0.78	1.29498905516437e-260	3.05759865814859e-256	cyclin B1 [Source:HGNC Symbol;Acc:HGNC:1579]
19	AURKA	1.28043875218917	0.935	0.557	1.56544306458612e-260	3.69616761979429e-256	aurora kinase A [Source:HGNC Symbol;Acc:HGNC:11393]
19	CDKN3	1.11638699128977	0.979	0.782	4.30987902933517e-247	1.01760553761633e-242	cyclin dependent kinase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:1791]
19	NUSAP1	1.09923691790006	0.938	0.585	3.67420972725873e-239	8.67517658703059e-235	nucleolar and spindle associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18538]
19	DEPDC1	1.06612043597289	0.831	0.359	4.57565659327474e-234	1.0803582782381e-229	DEP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22949]
19	CKS2	1.03205601900184	0.997	0.918	1.30267520665044e-226	3.07574643042235e-222	CDC28 protein kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:2000]
19	HMGB2	1.03454406869023	0.981	0.818	5.02530298612167e-216	1.18652428805319e-211	high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000]
19	TUBA1C	0.884553987645152	0.997	0.989	4.04427689609658e-213	9.54894217937363e-209	tubulin alpha 1c [Source:HGNC Symbol;Acc:HGNC:20768]
19	CENPA	0.884545654171455	0.791	0.351	9.37358036887533e-208	2.21319606089515e-203	centromere protein A [Source:HGNC Symbol;Acc:HGNC:1851]
19	TOP2A	0.994356751840243	0.94	0.568	1.27238613653143e-201	3.00423090696435e-197	DNA topoisomerase II alpha [Source:HGNC Symbol;Acc:HGNC:11989]
19	CDCA3	0.727745814943344	0.697	0.264	3.2376224512889e-190	7.64435036973823e-186	cell division cycle associated 3 [Source:HGNC Symbol;Acc:HGNC:14624]
19	CALM2	0.619773349194634	1	0.999	1.40787740349867e-185	3.32413933740072e-181	calmodulin 2 [Source:HGNC Symbol;Acc:HGNC:1445]
19	HJURP	0.961641616615112	0.69	0.285	7.73379257208521e-181	1.82602576419504e-176	Holliday junction recognition protein [Source:HGNC Symbol;Acc:HGNC:25444]
19	BUB3	0.662521846503945	0.996	0.931	5.26705426657132e-179	1.24360418288015e-174	BUB3 mitotic checkpoint protein [Source:HGNC Symbol;Acc:HGNC:1151]
19	CCNB2	0.753497525481671	0.884	0.482	1.19972812236094e-168	2.83267806970642e-164	cyclin B2 [Source:HGNC Symbol;Acc:HGNC:1580]
19	CDC20	0.777507910283864	0.928	0.666	1.67717985726778e-167	3.95998936099495e-163	cell division cycle 20 [Source:HGNC Symbol;Acc:HGNC:1723]
19	UBE2S	0.71751862166819	0.985	0.96	1.35584665321642e-159	3.2012895329093e-155	ubiquitin conjugating enzyme E2 S [Source:HGNC Symbol;Acc:HGNC:17895]
19	DLGAP5	0.750621334578737	0.915	0.644	1.50641549445371e-148	3.55679762395467e-144	DLG associated protein 5 [Source:HGNC Symbol;Acc:HGNC:16864]
