cluster	gene	avg_logFC	pct.1	pct.2	p_val	p_val_adj	description
9	FTH1	0.576193741167613	1	1	0	0	ferritin heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:3976]
9	RPS12	0.470995268682482	1	1	0	0	ribosomal protein S12 [Source:HGNC Symbol;Acc:HGNC:10385]
9	RPL12	0.447093917364436	1	1	0	0	ribosomal protein L12 [Source:HGNC Symbol;Acc:HGNC:10302]
9	RPL41	0.425844277432359	1	1	0	0	ribosomal protein L41 [Source:HGNC Symbol;Acc:HGNC:10354]
9	ENO1	-0.426862567219028	1	1	0	0	enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]
9	SKP1	-0.496328509155989	0.963	1	0	0	S-phase kinase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:10899]
9	HSPD1	-0.49920589108438	0.999	1	0	0	heat shock protein family D (Hsp60) member 1 [Source:HGNC Symbol;Acc:HGNC:5261]
9	HSP90AA1	-0.508929202342678	1	1	0	0	heat shock protein 90 alpha family class A member 1 [Source:HGNC Symbol;Acc:HGNC:5253]
9	DDX5	-0.511440162446461	0.999	1	0	0	DEAD-box helicase 5 [Source:HGNC Symbol;Acc:HGNC:2746]
9	NPM1	-0.52275855943408	0.999	1	0	0	nucleophosmin 1 [Source:HGNC Symbol;Acc:HGNC:7910]
9	MYL12B	-0.530146862935912	0.996	1	0	0	myosin light chain 12B [Source:HGNC Symbol;Acc:HGNC:29827]
9	ANXA2	-0.539995831644982	1	1	0	0	annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]
9	CCT3	-0.540085789091106	0.986	0.999	0	0	chaperonin containing TCP1 subunit 3 [Source:HGNC Symbol;Acc:HGNC:1616]
9	PRDX1	-0.543419637319058	1	1	0	0	peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352]
9	CCT2	-0.556927320048578	0.947	0.998	0	0	chaperonin containing TCP1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:1615]
9	PSMC4	-0.557045521266135	0.942	0.999	0	0	proteasome 26S subunit, ATPase 4 [Source:HGNC Symbol;Acc:HGNC:9551]
9	PRMT1	-0.561896639539566	0.867	0.983	0	0	protein arginine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:5187]
9	CCT8	-0.578352057244059	0.983	0.999	0	0	chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]
9	MAGOH	-0.582935900070461	0.773	0.98	0	0	mago homolog, exon junction complex subunit [Source:HGNC Symbol;Acc:HGNC:6815]
9	CCT5	-0.582970649543652	0.994	1	0	0	chaperonin containing TCP1 subunit 5 [Source:HGNC Symbol;Acc:HGNC:1618]
9	MYL12A	-0.592343347077803	0.987	1	0	0	myosin light chain 12A [Source:HGNC Symbol;Acc:HGNC:16701]
9	PSMA3	-0.599352164959411	0.773	0.983	0	0	proteasome subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:9532]
9	NCL	-0.752358763163861	0.98	0.999	0	0	nucleolin [Source:HGNC Symbol;Acc:HGNC:7667]
9	HSP90AB1	-0.78908267357147	0.999	1	0	0	heat shock protein 90 alpha family class B member 1 [Source:HGNC Symbol;Acc:HGNC:5258]
9	UBC	-0.804021904539158	0.994	0.999	0	0	ubiquitin C [Source:HGNC Symbol;Acc:HGNC:12468]
9	MTRNR2L12	-0.88594033819546	0.571	0.899	0	0	MT-RNR2 like 12 [Source:HGNC Symbol;Acc:HGNC:37169]
