cluster	gene	avg_logFC	pct.1	pct.2	p_val	p_val_adj	description
14	FLG	2.19231295562437	0.996	0.39	0	0	filaggrin [Source:HGNC Symbol;Acc:HGNC:3748]
14	CDH6	0.669329057205825	0.863	0.563	9.40521356900415e-162	2.22066497577757e-157	cadherin 6 [Source:HGNC Symbol;Acc:HGNC:1765]
14	EPRS	0.505416746695197	0.916	0.74	7.26194338648967e-146	1.71461745298408e-141	glutamyl-prolyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:3418]
14	IDH1	0.543224307122339	0.807	0.507	1.66538784545779e-141	3.93214724191039e-137	isocitrate dehydrogenase (NADP(+)) 1, cytosolic [Source:HGNC Symbol;Acc:HGNC:5382]
14	ARHGAP29	0.546339947671496	0.991	0.957	8.82960787641218e-137	2.08475871569968e-132	Rho GTPase activating protein 29 [Source:HGNC Symbol;Acc:HGNC:30207]
14	MT2A	-1.69246900759588	0.882	0.952	1.08192843322146e-135	2.55454122367918e-131	metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406]
14	HSPA8	0.463447785643028	0.987	0.97	2.45684715819564e-135	5.80086182521572e-131	heat shock protein family A (Hsp70) member 8 [Source:HGNC Symbol;Acc:HGNC:5241]
14	ABLIM1	0.512799597927334	0.856	0.605	2.29929727260884e-133	5.42887079035673e-129	actin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:78]
14	CP	0.676998829980928	0.896	0.712	9.45287428541138e-131	2.23191814752848e-126	ceruloplasmin [Source:HGNC Symbol;Acc:HGNC:2295]
14	FDPS	0.461883813587719	0.982	0.949	1.86592772232029e-130	4.40564194517043e-126	farnesyl diphosphate synthase [Source:HGNC Symbol;Acc:HGNC:3631]
14	KRT19	0.515795422324641	0.98	0.961	1.19623638002854e-128	2.82443371688538e-124	keratin 19 [Source:HGNC Symbol;Acc:HGNC:6436]
14	RAI14	0.436141258939668	0.99	0.961	1.56561436526177e-128	3.69657207781957e-124	retinoic acid induced 14 [Source:HGNC Symbol;Acc:HGNC:14873]
14	CD24	0.415306013502224	0.986	0.945	1.14281823667944e-125	2.69830813862383e-121	CD24 molecule [Source:HGNC Symbol;Acc:HGNC:1645]
14	PRKDC	0.408342500987673	0.978	0.909	1.38571691911605e-125	3.27181621772491e-121	protein kinase, DNA-activated, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9413]
14	TRHDE	0.442156490463252	0.877	0.61	4.20524437714175e-122	9.92900249886939e-118	thyrotropin releasing hormone degrading enzyme [Source:HGNC Symbol;Acc:HGNC:30748]
14	TSHR	0.461051055231082	0.675	0.377	4.90648708233273e-122	1.15847066500958e-117	thyroid stimulating hormone receptor [Source:HGNC Symbol;Acc:HGNC:12373]
14	HMGCS1	0.576985640224514	0.856	0.615	8.88137320405934e-118	2.09698102721045e-113	3-hydroxy-3-methylglutaryl-CoA synthase 1 [Source:HGNC Symbol;Acc:HGNC:5007]
14	ASS1	0.442661488261765	0.916	0.77	6.4101952187835e-117	1.51351119310697e-112	argininosuccinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:758]
14	BMP7	0.470581931283743	0.948	0.86	4.1536613461107e-116	9.80720980430198e-112	bone morphogenetic protein 7 [Source:HGNC Symbol;Acc:HGNC:1074]
14	TENM3	0.425458510881631	0.802	0.516	7.69164728807164e-115	1.8160748411866e-110	teneurin transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:29944]
14	JAK1	0.442370683694306	0.9	0.733	1.23794352022862e-113	2.92290844561179e-109	Janus kinase 1 [Source:HGNC Symbol;Acc:HGNC:6190]
14	ARPC1B	0.434226722476478	0.948	0.877	2.10188992200326e-113	4.96277229484189e-109	actin related protein 2/3 complex subunit 1B [Source:HGNC Symbol;Acc:HGNC:704]
14	SCD	0.521140762940105	0.934	0.832	2.59012826907719e-113	6.11555185611815e-109	stearoyl-CoA desaturase [Source:HGNC Symbol;Acc:HGNC:10571]
14	GMPS	0.41019735067447	0.948	0.858	3.12129032961932e-113	7.36967859726418e-109	guanine monophosphate synthase [Source:HGNC Symbol;Acc:HGNC:4378]
14	RAB11FIP4	0.428549273302661	0.816	0.511	2.31763477305407e-112	5.47216746265797e-108	RAB11 family interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30267]
14	EIF4G2	0.420526426986517	0.996	0.994	3.73410301509284e-112	8.81659062893571e-108	eukaryotic translation initiation factor 4 gamma 2 [Source:HGNC Symbol;Acc:HGNC:3297]
14	PHGDH	0.482678484407635	0.904	0.744	7.11459413208774e-112	1.67982682052724e-107	phosphoglycerate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8923]
14	MT1X	-1.6289997794359	0.73	0.862	4.90811110495615e-111	1.1588541129912e-106	metallothionein 1X [Source:HGNC Symbol;Acc:HGNC:7405]
14	DHCR24	0.453124172185422	0.955	0.9	9.06817149662001e-111	2.14108597206695e-106	24-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2859]
14	CYP51A1	0.436403265560208	0.848	0.597	4.19424647898448e-110	9.90303536153025e-106	cytochrome P450 family 51 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2649]
14	PRXL2A	0.42399880988835	0.856	0.597	2.75317386753879e-109	6.50051881864583e-105	peroxiredoxin like 2A [Source:HGNC Symbol;Acc:HGNC:28651]
14	MYO10	0.414693241790681	0.951	0.869	3.62242705635415e-109	8.55291252275777e-105	myosin X [Source:HGNC Symbol;Acc:HGNC:7593]
14	ZFAS1	-0.742900759964209	1	1	7.89958568898722e-109	1.86517117702677e-104	ZNFX1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:33101]
14	SQLE	0.467219818666435	0.854	0.616	8.29649847096993e-108	1.95888625398071e-103	squalene epoxidase [Source:HGNC Symbol;Acc:HGNC:11279]
14	PARP14	0.407302630551375	0.856	0.631	1.15393319273787e-107	2.72455166137339e-103	poly(ADP-ribose) polymerase family member 14 [Source:HGNC Symbol;Acc:HGNC:29232]
14	HLTF	0.413767211086898	0.915	0.777	1.0971974616681e-106	2.59059292674455e-102	helicase like transcription factor [Source:HGNC Symbol;Acc:HGNC:11099]
14	NFKBIA	-1.15986433458134	0.856	0.93	2.03074971506475e-105	4.79480315223939e-101	NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]
14	EGFR	0.410395020048844	0.719	0.455	2.12541704016742e-104	5.01832217353929e-100	epidermal growth factor receptor [Source:HGNC Symbol;Acc:HGNC:3236]
14	SNHG17	-0.780320990632216	0.624	0.799	3.58218769066802e-103	8.45790335643626e-99	small nucleolar RNA host gene 17 [Source:HGNC Symbol;Acc:HGNC:48600]
14	DDIT3	-0.694828667534324	0.643	0.82	1.06248443293216e-102	2.50863199459612e-98	DNA damage inducible transcript 3 [Source:HGNC Symbol;Acc:HGNC:2726]
14	SLC34A2	0.419519069186977	0.815	0.541	1.31689067369535e-100	3.10931056966208e-96	solute carrier family 34 member 2 [Source:HGNC Symbol;Acc:HGNC:11020]
14	CHCHD10	0.406349163626033	0.953	0.892	3.88839573615411e-100	9.18089117263347e-96	coiled-coil-helix-coiled-coil-helix domain containing 10 [Source:HGNC Symbol;Acc:HGNC:15559]
14	FDFT1	0.4203779150715	0.854	0.672	1.02259843874676e-99	2.41445717372496e-95	farnesyl-diphosphate farnesyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3629]
14	FDFT1	0.4203779150715	0.854	0.672	1.02259843874676e-99	2.41445717372496e-95	farnesyl-diphosphate farnesyltransferase 1 [Source:NCBI gene;Acc:2222]
14	MT1F	-0.857824475223473	0.549	0.73	5.03939875849592e-99	1.18985244086847e-94	metallothionein 1F [Source:HGNC Symbol;Acc:HGNC:7398]
14	TMEM100	0.505738698838781	0.616	0.346	9.50528885134473e-99	2.244293750691e-94	transmembrane protein 100 [Source:HGNC Symbol;Acc:HGNC:25607]
14	SYNE2	0.418343153962	0.86	0.646	2.2390090968537e-97	5.28652437858127e-93	spectrin repeat containing nuclear envelope protein 2 [Source:HGNC Symbol;Acc:HGNC:17084]
14	PPP1R14A	0.416405432325209	0.836	0.62	9.35001935560575e-95	2.20763307005207e-90	protein phosphatase 1 regulatory inhibitor subunit 14A [Source:HGNC Symbol;Acc:HGNC:14871]
14	GAS5	-0.508593527188261	0.992	0.996	7.19878582473553e-90	1.69970532107831e-85	growth arrest specific 5 [Source:HGNC Symbol;Acc:HGNC:16355]
14	SNHG7	-0.436315642532835	0.959	0.98	9.49141930582173e-89	2.24101901229757e-84	small nucleolar RNA host gene 7 [Source:HGNC Symbol;Acc:HGNC:28254]
14	SNHG1	-0.744813803120246	0.77	0.868	9.70558644116155e-88	2.29158601462265e-83	small nucleolar RNA host gene 1 [Source:HGNC Symbol;Acc:HGNC:32688]
14	EPB41L4A-AS1	-0.452052840069236	0.724	0.871	5.77436978754367e-87	1.36338645053694e-82	EPB41L4A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:30749]
14	KCNK15	0.405716441914377	0.792	0.569	6.00171523270476e-86	1.41706498359392e-81	potassium two pore domain channel subfamily K member 15 [Source:HGNC Symbol;Acc:HGNC:13814]
14	RSRC2	-0.636400190981673	0.936	0.963	1.08078776758344e-85	2.55184799804125e-81	arginine and serine rich coiled-coil 2 [Source:HGNC Symbol;Acc:HGNC:30559]
14	GADD45B	-1.10546426461005	0.396	0.607	1.5558824288232e-85	3.67359400269445e-81	growth arrest and DNA damage inducible beta [Source:HGNC Symbol;Acc:HGNC:4096]
