cluster	gene	avg_logFC	pct.1	pct.2	p_val	p_val_adj	description
3	SLPI	0.74832015814212	0.998	0.995	0	0	secretory leukocyte peptidase inhibitor [Source:HGNC Symbol;Acc:HGNC:11092]
3	TM4SF1	0.699034860180058	0.951	0.865	0	0	transmembrane 4 L six family member 1 [Source:HGNC Symbol;Acc:HGNC:11853]
3	MRPS6	0.488122538124594	1	0.999	0	0	mitochondrial ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:14051]
3	LRPAP1	0.420934299256768	0.949	0.856	0	0	LDL receptor related protein associated protein 1 [Source:HGNC Symbol;Acc:HGNC:6701]
3	HMGB2	-0.496477381356528	0.564	0.857	0	0	high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000]
3	XAGE2	-0.525949069843173	0.074	0.398	0	0	X antigen family member 2 [Source:HGNC Symbol;Acc:HGNC:4112]
3	RRM2	-0.454707758096885	0.511	0.789	2.02088071752487e-297	4.77150146214796e-293	ribonucleotide reductase regulatory subunit M2 [Source:HGNC Symbol;Acc:HGNC:10452]
3	TRA2B	-0.497979974757601	0.89	0.96	2.57515823874874e-238	6.08020611750966e-234	transformer 2 beta homolog [Source:HGNC Symbol;Acc:HGNC:10781]
3	TYMS	-0.41930109820752	0.554	0.79	1.4379129541467e-235	3.39505627603578e-231	thymidylate synthetase [Source:HGNC Symbol;Acc:HGNC:12441]
3	ELF3	-0.57348977814347	0.898	0.959	4.97817439864236e-234	1.17539675726345e-229	E74 like ETS transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3318]
3	SNHG6	-0.420698559431435	0.999	1	8.60770654063989e-234	2.03236559131049e-229	small nucleolar RNA host gene 6 [Source:HGNC Symbol;Acc:HGNC:32965]
3	CLU	0.495629527191786	0.993	0.985	4.45502460947775e-231	1.05187586054379e-226	clusterin [Source:HGNC Symbol;Acc:HGNC:2095]
3	GPRC5A	0.435070967789558	0.808	0.716	1.06586396108496e-223	2.51661139851771e-219	G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]
3	CRYAB	-0.699399493064585	0.351	0.584	2.37389809919723e-195	5.60501080201458e-191	crystallin alpha B [Source:HGNC Symbol;Acc:HGNC:2389]
3	JUNB	-0.663149269601539	0.802	0.907	1.82811909422442e-189	4.31637199337327e-185	JunB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6205]
3	THUMPD3-AS1	-0.443602466640452	0.775	0.9	3.75486705727375e-184	8.86561660892906e-180	THUMPD3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44478]
3	ZNF34	-0.473963112446795	0.21	0.425	2.34732553500608e-182	5.54227032070284e-178	zinc finger protein 34 [Source:HGNC Symbol;Acc:HGNC:13098]
3	CENPL	-0.457996161257031	0.472	0.665	5.6410142101556e-181	1.33189986515984e-176	centromere protein L [Source:HGNC Symbol;Acc:HGNC:17879]
3	FLG	-0.748486091671766	0.213	0.441	6.629072909177e-170	1.56519040458578e-165	filaggrin [Source:HGNC Symbol;Acc:HGNC:3748]
3	SNHG15	-0.679312328054424	0.814	0.888	9.67183554579634e-157	2.28361709071797e-152	small nucleolar RNA host gene 15 [Source:HGNC Symbol;Acc:HGNC:27797]
3	GADD45B	-0.917396966288932	0.489	0.615	1.8873257300843e-152	4.45616478130205e-148	growth arrest and DNA damage inducible beta [Source:HGNC Symbol;Acc:HGNC:4096]
3	ATF3	-0.506030536516849	0.283	0.476	2.8167020767036e-143	6.65051527330487e-139	activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785]
3	SNAPC1	-0.678483865445848	0.574	0.661	8.52919470193966e-129	2.01382816107497e-124	small nuclear RNA activating complex polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:11134]
3	KLF10	-0.646231187710495	0.49	0.612	1.64835745323648e-128	3.89193678283664e-124	Kruppel like factor 10 [Source:HGNC Symbol;Acc:HGNC:11810]
3	TRA2A	-0.418991701177982	0.573	0.682	6.75851856453266e-126	1.59575381827181e-121	transformer 2 alpha homolog [Source:HGNC Symbol;Acc:HGNC:16645]
3	NMU	0.494955862823434	0.923	0.903	5.471429599043e-120	1.29185924263004e-115	neuromedin U [Source:HGNC Symbol;Acc:HGNC:7859]
3	TAF1D	-0.427141826324186	0.828	0.893	3.84858446174136e-119	9.08689277261753e-115	TATA-box binding protein associated factor, RNA polymerase I subunit D [Source:HGNC Symbol;Acc:HGNC:28759]
3	UPK1B	0.444434650341753	0.753	0.678	4.03474156318216e-115	9.5264283048294e-111	uroplakin 1B [Source:HGNC Symbol;Acc:HGNC:12578]
3	PPP1R15A	-0.446954836318625	0.541	0.641	1.65374752380842e-110	3.90466327846406e-106	protein phosphatase 1 regulatory subunit 15A [Source:HGNC Symbol;Acc:HGNC:14375]
3	NFKBIA	-0.784675205048428	0.895	0.932	3.60863207053176e-109	8.52034118173253e-105	NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]
3	SNHG12	-0.490519426303305	0.543	0.636	3.90903660136819e-95	9.22962631949044e-91	small nucleolar RNA host gene 12 [Source:HGNC Symbol;Acc:HGNC:30062]
3	RSRC2	-0.473296965329482	0.947	0.964	8.67243234348817e-93	2.04764800062099e-88	arginine and serine rich coiled-coil 2 [Source:HGNC Symbol;Acc:HGNC:30559]
3	HES1	-0.559831846281946	0.531	0.625	1.20352079710379e-87	2.84163295404175e-83	hes family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5192]
3	GATA2	-0.434665773224873	0.528	0.602	1.27275221014878e-78	3.00509524338228e-74	GATA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4171]
3	AL627171.2	-0.526237687130435	0.497	0.606	1.383840682045e-78	3.26738623437645e-74	novel transcript
3	TXNIP	-0.485910920771076	0.706	0.799	3.71916321582656e-66	8.7813162688881e-62	thioredoxin interacting protein [Source:HGNC Symbol;Acc:HGNC:16952]
3	DDIT3	-0.440707543321464	0.777	0.819	4.01849337329953e-66	9.48806470369751e-62	DNA damage inducible transcript 3 [Source:HGNC Symbol;Acc:HGNC:2726]
3	CXCL1	-0.500133095561575	0.442	0.549	3.88419532969216e-59	9.17097359293615e-55	C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]
3	EFNA1	-0.412555420802511	0.653	0.712	3.38897046732971e-58	8.00169817041219e-54	ephrin A1 [Source:HGNC Symbol;Acc:HGNC:3221]
3	PLCG2	-1.22728635747055	0.468	0.536	8.17805314973331e-41	1.93092012918353e-36	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]
3	MT2A	-0.944788741583618	0.933	0.951	5.54742362317958e-34	1.30980219166893e-29	metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406]
3	HIST1H4C	-0.432253220675349	0.789	0.851	4.64645311204371e-33	1.09707404428464e-28	histone cluster 1 H4 family member c [Source:HGNC Symbol;Acc:HGNC:4787]
3	MT1X	-0.840860472514633	0.842	0.859	6.03403698602757e-21	1.42469647277097e-16	metallothionein 1X [Source:HGNC Symbol;Acc:HGNC:7405]
