cluster	gene	avg_logFC	pct.1	pct.2	p_val	p_val_adj	description
7	FLG	1.80275561373112	0.729	0.387	0	0	filaggrin [Source:HGNC Symbol;Acc:HGNC:3748]
7	KCNQ1OT1	0.833731856096242	0.933	0.739	1.44177118704716e-283	3.40416594973704e-279	KCNQ1 opposite strand/antisense transcript 1 [Source:HGNC Symbol;Acc:HGNC:6295]
7	AHNAK	0.546554360493613	0.978	0.927	3.36410133090255e-255	7.94297965239401e-251	AHNAK nucleoprotein [Source:HGNC Symbol;Acc:HGNC:347]
7	MT-ND5	0.580627614660616	0.988	0.957	3.80922870013914e-236	8.99396988389853e-232	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5 [Source:HGNC Symbol;Acc:HGNC:7461]
7	MT-ND6	0.667747554505184	0.943	0.816	3.08633467752647e-235	7.28714480710775e-231	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6 [Source:HGNC Symbol;Acc:HGNC:7462]
7	MT-ND2	0.55461390079806	0.999	0.997	1.10507902159534e-232	2.60920207788875e-228	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2 [Source:HGNC Symbol;Acc:HGNC:7456]
7	GOLGB1	0.467477556981164	0.994	0.967	3.63928775208783e-210	8.59272231145458e-206	golgin B1 [Source:HGNC Symbol;Acc:HGNC:4429]
7	MT-ND4L	0.492822350495811	0.942	0.805	2.92225096591348e-186	6.89972675561831e-182	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L [Source:HGNC Symbol;Acc:HGNC:7460]
7	MTRNR2L12	0.637235279927588	0.947	0.878	6.18935238378456e-147	1.46136799133537e-142	MT-RNR2 like 12 [Source:HGNC Symbol;Acc:HGNC:37169]
7	MT-ND3	0.408441960075479	1	0.998	9.20157193949773e-147	2.17258315063481e-142	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3 [Source:HGNC Symbol;Acc:HGNC:7458]
7	SMC4	0.450383156267292	0.994	0.979	6.1749771597855e-144	1.45797385719695e-139	structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:HGNC:14013]
7	MT-ATP6	0.406492994372504	1	0.999	3.51670485639728e-138	8.30329183643962e-134	mitochondrially encoded ATP synthase membrane subunit 6 [Source:HGNC Symbol;Acc:HGNC:7414]
7	PLCG2	2.69528543913703	0.65	0.518	3.33388146925136e-134	7.87162753704939e-130	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]
7	SYNE2	0.415358553262417	0.797	0.643	3.41034589603336e-133	8.05216769512437e-129	spectrin repeat containing nuclear envelope protein 2 [Source:HGNC Symbol;Acc:HGNC:17084]
7	CENPF	0.41805645201371	0.935	0.831	7.04960293822754e-121	1.66448174974491e-116	centromere protein F [Source:HGNC Symbol;Acc:HGNC:1857]
7	PLEC	0.539201379454513	0.643	0.487	4.52603604429703e-119	1.06864237041897e-114	plectin [Source:HGNC Symbol;Acc:HGNC:9069]
7	CP	0.475353000723863	0.888	0.706	7.28094629811099e-103	1.71910423044699e-98	ceruloplasmin [Source:HGNC Symbol;Acc:HGNC:2295]
7	DNAJB14	0.513859660954801	0.799	0.677	2.95802226208307e-96	6.98418636300433e-92	DnaJ heat shock protein family (Hsp40) member B14 [Source:HGNC Symbol;Acc:HGNC:25881]
7	AC020916.1	0.543217438970608	0.594	0.44	4.39361627900407e-92	1.03737673963565e-87	novel transcript
7	GAS5	-0.5039096254897	0.994	0.996	3.62567106911553e-88	8.56057196128867e-84	growth arrest specific 5 [Source:HGNC Symbol;Acc:HGNC:16355]
7	SOX11	0.49747790341469	0.778	0.663	2.95318420987664e-85	6.97276323793973e-81	SRY-box transcription factor 11 [Source:HGNC Symbol;Acc:HGNC:11191]
7	SNHG7	-0.44062902661933	0.97	0.98	6.17161188891801e-74	1.45717928309243e-69	small nucleolar RNA host gene 7 [Source:HGNC Symbol;Acc:HGNC:28254]
7	ZFAS1	-0.45884580962896	1	1	1.18769795285555e-72	2.80427363648723e-68	ZNFX1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:33101]
7	HEXIM1	0.614526752345242	0.907	0.887	1.5300145494516e-71	3.61251735271017e-67	HEXIM P-TEFb complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24953]
