cluster	gene	avg_logFC	pct.1	pct.2	p_val	p_val_adj	description
20	PLCG2	3.40294042703478	0.979	0.524	1.87311602582476e-151	4.42261424857484e-147	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]
20	RMRP	1.75691130314522	0.523	0.1	6.42909532784412e-120	1.51797369785727e-115	RNA component of mitochondrial RNA processing endoribonuclease [Source:HGNC Symbol;Acc:HGNC:10031]
20	H3F3A	-0.710858971269905	1	1	1.47326890965935e-95	3.47853522259669e-91	H3 histone family member 3A [Source:HGNC Symbol;Acc:HGNC:4764]
20	SUMO2	-0.738078609184112	1	1	4.03293584034052e-92	9.522164812628e-88	small ubiquitin like modifier 2 [Source:HGNC Symbol;Acc:HGNC:11125]
20	AL627171.2	2.03198258375323	0.934	0.59	3.82257532196491e-91	9.02548259269135e-87	novel transcript
20	NDUFC2	-0.792527097826868	1	1	2.03171321403212e-80	4.79707806965124e-76	NADH:ubiquinone oxidoreductase subunit C2 [Source:HGNC Symbol;Acc:HGNC:7706]
20	RPL35	0.563159203906857	1	1	2.26889351164431e-78	5.35708447034339e-74	ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:10344]
20	H2AFZ	-0.710043909676386	1	1	1.08090434522082e-76	2.55212324950089e-72	H2A histone family member Z [Source:HGNC Symbol;Acc:HGNC:4741]
20	SLC25A5	-0.690730996686756	1	1	3.8679803537273e-70	9.13268841318552e-66	solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991]
20	CFL1	-0.486899114853047	1	1	8.33681014809347e-69	1.96840424406635e-64	cofilin 1 [Source:HGNC Symbol;Acc:HGNC:1874]
20	MTRNR2L12	1.08174312942485	1	0.882	2.90519851300884e-68	6.85946420906518e-64	MT-RNR2 like 12 [Source:HGNC Symbol;Acc:HGNC:37169]
20	RPS19	0.493432366376521	1	1	2.93297768602089e-66	6.92505361446392e-62	ribosomal protein S19 [Source:HGNC Symbol;Acc:HGNC:10402]
20	RPS15	0.489064268783374	1	1	4.42976670817294e-65	1.04591221746671e-60	ribosomal protein S15 [Source:HGNC Symbol;Acc:HGNC:10388]
20	SPINT2	-0.630871483037552	1	1	9.575957955233e-65	2.26097943281006e-60	serine peptidase inhibitor, Kunitz type 2 [Source:HGNC Symbol;Acc:HGNC:11247]
20	MRPS6	-0.761862036088411	1	0.999	1.38589335775568e-64	3.27223280699694e-60	mitochondrial ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:14051]
20	LAPTM4B	-0.697451895434949	0.996	0.999	2.27284602317037e-63	5.36641674530755e-59	lysosomal protein transmembrane 4 beta [Source:HGNC Symbol;Acc:HGNC:13646]
20	UQCRH	-0.453622030191597	1	1	1.75348683561545e-62	4.14015776757165e-58	ubiquinol-cytochrome c reductase hinge protein [Source:HGNC Symbol;Acc:HGNC:12590]
20	EEF1A1	-0.724098552941837	1	1	6.61618287031413e-62	1.56214693750987e-57	eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]
20	CLNS1A	-0.624507918705302	1	1	1.5737738189472e-61	3.71583736391623e-57	chloride nucleotide-sensitive channel 1A [Source:HGNC Symbol;Acc:HGNC:2080]
20	FTH1	-0.840958467863516	1	1	1.85841868755188e-58	4.38791236317875e-54	ferritin heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:3976]
20	RPS7	-0.435888080786126	1	1	1.89877300888757e-58	4.48319295128445e-54	ribosomal protein S7 [Source:HGNC Symbol;Acc:HGNC:10440]
20	RPL38	0.544043618344783	1	1	3.00160197724303e-58	7.08708242846851e-54	ribosomal protein L38 [Source:HGNC Symbol;Acc:HGNC:10349]
20	H3F3B	-0.488627998228924	1	1	9.76091582385066e-58	2.30464983516938e-53	H3 histone family member 3B [Source:HGNC Symbol;Acc:HGNC:4765]
20	RPL5	-0.447273978125618	1	1	2.03869713174758e-55	4.81356779776922e-51	ribosomal protein L5 [Source:HGNC Symbol;Acc:HGNC:10360]
20	ARPC2	-0.500835776352238	1	1	2.20939054274829e-55	5.21659201048298e-51	actin related protein 2/3 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:705]
20	SUMO1	-0.468432903584036	1	1	7.91431232531046e-54	1.86864828312905e-49	small ubiquitin like modifier 1 [Source:HGNC Symbol;Acc:HGNC:12502]
20	AL355075.4	1.15525750840405	0.552	0.22	1.20176106928912e-53	2.83747806069855e-49	ribonuclease P RNA component H1
20	BTF3	-0.421084078564537	1	1	6.556811713638e-53	1.54812881370707e-48	basic transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:1125]
20	BRK1	-0.54474950768404	0.992	0.988	1.81457727218551e-51	4.28439839735722e-47	BRICK1 subunit of SCAR/WAVE actin nucleating complex [Source:HGNC Symbol;Acc:HGNC:23057]
20	TMBIM6	-0.457375741759094	1	1	6.5220698568878e-50	1.53992591390978e-45	transmembrane BAX inhibitor motif containing 6 [Source:HGNC Symbol;Acc:HGNC:11723]
20	COX7A2L	-0.478825554863013	0.996	0.995	1.37024332906537e-47	3.23528152425626e-43	cytochrome c oxidase subunit 7A2 like [Source:HGNC Symbol;Acc:HGNC:2289]
20	SNRPD2	0.48786846471387	1	0.999	3.09425065269189e-47	7.30583521607083e-43	small nuclear ribonucleoprotein D2 polypeptide [Source:HGNC Symbol;Acc:HGNC:11159]
20	PGK1	-0.529964414862521	1	0.997	3.16375057666151e-47	7.4699314865555e-43	phosphoglycerate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8896]
20	SRSF9	-0.461053442843534	1	0.999	3.49162483356199e-46	8.24407539452322e-42	serine and arginine rich splicing factor 9 [Source:HGNC Symbol;Acc:HGNC:10791]
20	ELOB	0.451370232272813	1	1	3.51491196372206e-45	8.29905863754417e-41	elongin B [Source:HGNC Symbol;Acc:HGNC:11619]
20	EIF3E	-0.437756451212174	1	0.999	5.9081103750547e-45	1.39496394065417e-40	eukaryotic translation initiation factor 3 subunit E [Source:HGNC Symbol;Acc:HGNC:3277]
20	CMTM6	-0.533815827750898	0.996	0.993	6.73532420527973e-45	1.5902773981086e-40	CKLF like MARVEL transmembrane domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19177]
20	RPL7	-0.407423239904454	1	1	2.21064052596019e-44	5.21954334584461e-40	ribosomal protein L7 [Source:HGNC Symbol;Acc:HGNC:10363]
20	MORF4L2	-0.54954315826873	0.996	0.997	1.10175416033253e-43	2.60135174796113e-39	mortality factor 4 like 2 [Source:HGNC Symbol;Acc:HGNC:16849]
20	PRDX1	-0.454553255796399	1	1	1.77041753076897e-43	4.1801328318986e-39	peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352]
20	ATP5MC3	-0.475869630318736	1	1	2.87741906096682e-43	6.79387414484876e-39	ATP synthase membrane subunit c locus 3 [Source:HGNC Symbol;Acc:HGNC:843]
20	NEAT1	-1.34663856313095	1	0.999	1.69122858139826e-42	3.99315980353944e-38	nuclear paraspeckle assembly transcript 1 [Source:HGNC Symbol;Acc:HGNC:30815]
20	SLC25A3	-0.506792910192554	1	0.999	2.6198135156e-42	6.18564169168317e-38	solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989]
